Response_ID,Incident_ID,Response_Time_Minutes,Resolution_Time_Minutes,Response_Status,Response_Team,Escalation_Level
RES01477,INC01477,6,1445,Closed,Incident Response,L2
RES01478,INC01478,37,1374,Closed,Incident Response,L1
RES01479,INC01479,58,144,In Progress,SOC Tier 1,L1
RES01480,INC01480,146,755,In Progress,SOC Tier 2,L1
RES01481,INC01481,251,566,Closed,SOC Tier 1,L1
RES01482,INC01482,50,714,Contained,Incident Response,L1
RES01483,INC01483,13,247,Closed,SOC Tier 1,L3
RES01484,INC01484,38,823,In Progress,Forensics,L1
RES01485,INC01485,20,267,Closed,SOC Tier 2,L1
RES01486,INC01486,37,945,In Progress,Network Security,L1
RES01487,INC01487,52,722,Closed,SOC Tier 1,L1
RES01488,INC01488,12,1442,Pending,SOC Tier 1,L1
RES01489,INC01489,5,1273,Contained,Incident Response,L1
RES01490,INC01490,47,923,In Progress,Network Security,L3
RES01491,INC01491,31,693,Closed,Forensics,L2
RES01492,INC01492,42,1081,Contained,Incident Response,L2
RES01493,INC01493,97,1069,Closed,Network Security,L1
RES01494,INC01494,29,255,In Progress,Network Security,L1
RES01495,INC01495,91,651,Closed,Network Security,L1
RES01496,INC01496,27,1455,Closed,Network Security,L1
RES01497,INC01497,16,496,Pending,SOC Tier 1,L2
RES01498,INC01498,24,72,Pending,Incident Response,L1
RES01499,INC01499,99,1305,Contained,Forensics,L3
RES01500,INC01500,13,1358,Closed,Incident Response,L1
